Category,Message
Not_Spam,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."
Not_Spam,"Thursday night? Yeah, sure thing, we'll work it out then"
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
Not_Spam,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
Not_Spam,How is it possible to teach you. And where.
Not_Spam,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
Not_Spam,Lovely smell on this bus and it ain't tobacco...
Not_Spam,"We're all getting worried over here, derek and taylor have already assumed the worst"
Not_Spam,Hey what's up charles sorry about the late reply.
spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468"
Not_Spam,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
Not_Spam,WHITE FUDGE OREOS ARE IN STORES
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
Not_Spam,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
Not_Spam,I am sorry it hurt you.
Not_Spam,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
Not_Spam,Ok lor but not too early. Me still having project meeting now.
Not_Spam,"Call me da, i am waiting for your call."
Not_Spam,I could ask carlos if we could get more if anybody else can chip in
Not_Spam,Was actually about to send you a reminder today. Have a wonderful weekend
Not_Spam,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
Not_Spam,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?
Not_Spam,Dont talk to him ever ok its my word.
Not_Spam,When u wana see it then
Not_Spam,On ma way to school. Can you pls send me ashley's number
Not_Spam,It shall be fine. I have avalarr now. Will hollalater
Not_Spam,She went to attend another two rounds today..but still did't reach home..
Not_Spam,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
Not_Spam,"K, wait chikku..il send aftr  &lt;#&gt; mins"
Not_Spam,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
Not_Spam,K:)i will give my kvb acc details:)
Not_Spam,Oh all have to come ah?
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy
Not_Spam,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
Not_Spam,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
Not_Spam,So do you have samus shoulders yet
Not_Spam,What time you think you'll have it? Need to know when I should be near campus
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
Not_Spam,Then dun wear jeans lor...
Not_Spam,"Since when, which side, any fever, any vomitin."
Not_Spam,K:)k.are you in college?
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
Not_Spam,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
Not_Spam,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
Not_Spam,Theyre doing it to lots of places. Only hospitals and medical places are safe.
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
Not_Spam,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
Not_Spam,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
Not_Spam,I cant wait to see you! How were the photos were useful? :)
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
Not_Spam,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging
Not_Spam,Chk in ur belovd ms dict
Not_Spam,Is that what time you want me to come?
Not_Spam,"Awesome, lemme know whenever you're around"
Not_Spam,Shb b ok lor... Thanx...
Not_Spam,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
Not_Spam,Also remember to get dobby's bowl from your car
spam,Filthy stories and GIRLS waiting for your
Not_Spam,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
Not_Spam,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
Not_Spam,Welp apparently he retired
Not_Spam,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
Not_Spam,Where @
Not_Spam,U sure u can't take any sick time?
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
Not_Spam,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
Not_Spam,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..
Not_Spam,Are you this much buzy
Not_Spam,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
Not_Spam,I am not sure about night menu. . . I know only about noon menu
Not_Spam,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
Not_Spam,Are you willing to go for aptitude class.
Not_Spam,"It wont b until 2.15 as trying 2 sort house out, is that ok?"
Not_Spam,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
Not_Spam,"Haha awesome, omw back now then"
Not_Spam,Yup i thk so until e shop closes lor.
Not_Spam,what is your account number?
Not_Spam,Eh u send wrongly lar...
Not_Spam,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya
Not_Spam,Ok i shall talk to him
Not_Spam,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
Not_Spam,Hey you can pay. With salary de. Only  &lt;#&gt; .
Not_Spam,Another month. I need chocolate weed and alcohol.
Not_Spam,If he started searching he will get job in few days.he have great potential and talent.
Not_Spam,Reckon need to be in town by eightish to walk from * carpark.
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
Not_Spam,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
Not_Spam,Yo guess what I just dropped
Not_Spam,Carlos says he'll be at mu in  &lt;#&gt;  minutes
Not_Spam,I'm in office now . I will call you  &lt;#&gt;  min:)
Not_Spam,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
Not_Spam,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn"
Not_Spam,Ugh. Gotta drive back to sd from la. My butt is sore.
Not_Spam,26th OF JULY
Not_Spam,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
Not_Spam,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...
Not_Spam,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
Not_Spam,"I can't, I don't have her number!"
Not_Spam,Change again... It's e one next to escalator...
Not_Spam,Yetunde i'm in class can you not run water on it to make it ok. Pls now.
Not_Spam,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?
Not_Spam,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.
Not_Spam,"Aight will do, thanks again for comin out"
Not_Spam,No..but heard abt tat..
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
Not_Spam,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
Not_Spam,&lt;#&gt;  am I think? Should say on syllabus
Not_Spam,Umma. Did she say anything
Not_Spam,Give me a sec to think think about it
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
Not_Spam,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?
Not_Spam,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
Not_Spam,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala"
Not_Spam,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
Not_Spam,"I just got home babe, are you still awake ?"
Not_Spam,I dunno they close oredi not... Ü v ma fan...
Not_Spam,Just buy a pizza. Meat lovers or supreme. U get to pick.
Not_Spam,"Ya, told..she was asking wats matter?"
Not_Spam,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
Not_Spam,Shall i send that exe to your mail id.
Not_Spam,Nope watching tv at home... Not going out. V bored...
Not_Spam,Don know..wait i will check it.
Not_Spam,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
Not_Spam,We still on for tonight?
Not_Spam,May i call You later Pls
Not_Spam,Hasn't that been the pattern recently crap weekends?
Not_Spam,I have a sore throat. It's scratches when I talk
Not_Spam,Yes da. Any plm at ur office
Not_Spam,Are you not around or just still asleep? :V
Not_Spam,"Lol you forgot it eh ? Yes, I'll bring it in babe"
Not_Spam,"Its good, we'll find a way"
Not_Spam,Can not use foreign stamps in this country. Good lecture .
Not_Spam,Yup bathe liao...
Not_Spam,HAPPY NEW YEAR MY NO.1 MAN
Not_Spam,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
Not_Spam,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG
Not_Spam,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
Not_Spam,"No my blankets are sufficient, thx"
Not_Spam,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
Not_Spam,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
Not_Spam,They just talking thats it de. They wont any other.
Not_Spam,Today am going to college so am not able to atten the class.
Not_Spam,I'm in class. Will holla later
Not_Spam,Easy ah?sen got selected means its good..
Not_Spam,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?
